,Roof sealer-Flash Harry 5l-Grey,Each,,,,,,,
,Lacquer Thinners-750 ml,Each,,,,,,,
,Wire Brush,Each,,,,,,,
,Endurite Asbestos roofing Sheet 3600mm(12ft)-45.85kg),Each,,,,,,,
,Endurite Asbestos roofing Sheet 2700mm(9ft)-34.02kg),Each,,,,,,,
,Flush valve,Each,,,,,,,
,Pan p-trap white VC,Each,,,,,,,
,Transluscent sheets,m,,,,,,,
,21 mm Saligna Edgelam (2400 x 610)mm,Each,,,,,,,
,Ext Hollow core flush door (2032 x 813),Each,,,,,,,
,40 x 20 mm Reducing Bush,Each,,,,,,,
,40 x 20 mm Reducing socket,Each,,,,,,,
,25 mm High Pressure Ball Valve,Each,,,,,,,
,150 mm Plastic Float HOT COLD,Each,,,,,,,
,40 mm dia Class 10 P.V.C Pipe-6m,Each,,,,,,,
,25 mm dia Class 10 P.V.C Pipe-6m,Each,,,,,,,
,5 mm mirror (600 x 500),Each,,,,,,,
,Drop in Basin Elite White,Each,,,,,,,
,50 mm  class 16 SCJ P.V.C pipe,m,,,,,,,
,50 mm dia Waste pipe,m,,,,,,,
,110 mm x 1.5 inch Clamp saddle,Each,,,,,,,
,Tyrolin Machine,Each,,,,,,,
,D.P.C 230,Roll,,,,,,,
,15 mm copper tube 5.5m,Each,,,,,,,

--- Sheet: Plumbing Rates ---
,Real Building Constrution,,,,,,,,
,PLUMBING RATES,,,,,,,,
,DATA,,,,,,,,
,SKILLED WORKER ONE,,,,,, 4.39 ,,
,SKILLED WORKER TWO,,,,,, 4.11 ,,
,SKILLED WORKER THREE,,,,,, 3.87 ,,
,SKILLED WORKER  FOUR,,,,,, 3.61 ,,
,WORKER EXEMPTED,,,,,, 3.61 ,,
,WORKER GRADE FOUR,,,,,, 2.43 ,,
,WORKER GRADE THREE,,,,,, 2.42 ,,
,WORKER GRADE TWO,,,,,, 2.345 ,,
,WORKER GRADE ONE,,,,,, 2.345 ,,
,Plumber,,,,,,,,
,SW1, 4.39 , p hr x 9 hrs x 1 ,,,, 13.18 ,,
,SW2, 4.11 , p hr x 9 hrs x 2 ,,,, 24.68 ,,
,, = applied Factor / 9 ,,,,, 37.85 ,,
,Plumbing Team,,,,,,,,
,Plumber &Team (P + 1),,,,,,,,
,Plumber &Team , 37.85 , per  day ,,,, 37.85 ,,
,Assistant, 2.35 , x 9 hrs per day ,,,, 21.11 ,,
,,,,,,, 58.96 ,,
,Plumber &Team (P + 2),,,,,,,,
,Plumber &Team , 37.85 , per  day ,,,, 37.85 ,,
,Assistants, 2.35 , x 9 hrs per day x 2 No ,,,, 42.21 ,,
,,,,,,, 80.06 ,,
,Plasterer/ Bricklayer and Team,,,,,,,,
,Plasterer/ Bricklayer ,,,,,,,,
,SW1,4.39, p hr x 9 hrs x 1 ,,,, 4.39 ,,
,SW2,4.11, p hr x 9 hrs x 2 ,,,, 8.23 ,,
,SW3,3.87, p hr x 9 hrs x 3 ,,,, 11.62 ,,
,SW4,3.61, p hr x 9 hrs x 3 ,,,, 10.83 ,,
,,= applied Factor / 9,,,,, 35.07 ,,
,Plasterer/ Bricklayer and Team,,,,,,,,
,Plasterer,, Rate per day ,,,, 35.07 ,,
,Assitant,, 2.35 ,x9,,, 21.11 ,,
,,,,,,, 56.17 ,,
,Excavation Gang,,,,,,,,
,WX,Gang Boss, 3.61 ,p day x 9hrs x 2,,, 64.96 ,,
,WG1,Labourer, 2.35 ,p day x 9hrs x 3,,, 63.32 ,,
,,,,,,, 128.27 ,,
,Rate Build Up,,,,,,,,
,SOIL PLUMBING AND SANITARY DRAINAGE,,,,,,,,
,SANITARY FITTINGS,,,,,,,,
,Stainless steel double centre deep pot sink (1500 x 500 mm),,,,,,,,
,Labourer,,128.27,per day /3 sets,,, 42.76 ,,
,Double bowl sink,,218.50,each x 10% handling,,, 240.35 ,,
,Sink mixer,,105.80,each x 10% handling,,, 116.38 ,,
,Sink outlet,,2.88,each x 2No x 10% handling,,, 6.33 ,,
, 40mm rubber  sink combination  trap,,2.88,each  x 10% handling,,, 3.16 ,,
,Brickwork,,,per m2 / 2,,, -   ,,
,,,,,,, 408.98 , 449.87 ,
,L, 42.76 ,M,366.22,,,,,
,Stainless steel single centre deep pot sink size (360 x 500 mm),,,,,,,,
,Labourer,,128.27,per day /3 sets,,, 42.76 ,,
,Single bowl sink,,150.00,each x 10% handling,,, 165.00 ,,
,Sink mixer,,105.80,each x 10% handling,,, 116.38 ,,
,Sink outlet,,2.88,each x 10% handling,,, 3.16 ,,
,,,,,,, 327.30 , 360.03 ,
,L, 42.76 ,M,284.54,,,,,
,Fit toilet cistern and pan including   flush valve,,,,,,,,
,Plumber and Team,,58.96,per day /1 set,,, 58.96 ,,
,Toilet Pan ,,34.50,each x 10% handling,,, 37.95 ,,
, Cistern,,45.00,each x 10% handling,,, 49.50 ,,
,Flush valve,,24.15,each x 10% handling,,, 26.57 ,,
,Toilet Seat,,24.15,each x 10% handling,,, 26.57 ,,
,,,,,,, 199.54 , 219.49 ,
,L, 58.96 ,M,140.58,,,,,
,"Fit wash hand basin, pedestal,2No pillar taps",,,,,,,,
,Plumber,,80.06,per day /2 sets,,, 40.03 ,,
,Vanity Basin 580 x 475 Elite White,,57.50,each x 10% handling,,, 63.25 ,,
,Basin Waste 32mm chain,,7.67,each x 10% handling,,, 8.44 ,,
,Pedestal,,31.05,each x 10% handling,,, 34.16 ,,
,Pillar taps,,18.40,each x2No x 5% handling,,, 38.64 ,,
,Thread Tape,,0.25,each x2No per set x 1.20 Waste,,, 0.61 ,,
,,,,,,, 185.12 , 203.63 ,
,L, 40.03 ,M,136.65,,,,,
,Fit  bath Tub,,,,,,,,
,Labourer,,75.00,per day /1.5 sets,,, 50.00 ,,
,Bath Tub,,150.00,each x 10% handling,,, 165.00 ,,
,Bath Mixer,,135.00,each x 10% handling,,, 148.50 ,,
,P-Trap,,12.00,each x 10% handling,,, 13.20 ,,
,,,,,,, 376.70 ,,
,L, 50.00 ,M,326.70,,,,,
,Fit 100l Mornarch Geyser,,,,,,,,
,Labourer,,58.96,per day x 1No. Per day,,, 58.96 ,,
,100l Monarch Gysers,,480.00,each x 10% handling,,, 528.00 ,,
,Tray,,20.00,each x 10% handling,,, 22.00 ,,
,,,,,,, 608.96 ,,
,L, 58.96 ,M,550.00,,,,,
,Stainless steel urinal,,,,,,,,
,Labourer,,58.96,per day /2 sets,,, 29.48 ,,
,Urinal,,500.00,each x 10% handling,,, 550.00 ,,
,,,,,,, 579.48 ,,
,L, 29.48 ,M,550.00,,,,,
,Pot Urinal,,,,,,,,
,Labourer,,58.96,per day /2 sets,,, 29.48 ,,
,Pot,,120.00,each x 10% handling,,, 132.00 ,,
,Pedestal,,35.00,each x 10% handling,,, 38.50 ,,
,Flash Master valve,,40.00,each x 10% handling,,, 44.00 ,,
,,,,,,, 161.48 ,,
,L, 29.48 ,M,214.50,,,,,
,Fix Shower Arm and rose including shower trap,,,,,,,,
,Labourer,,100.00,per day /5sets,,, 20.00 ,,
,Shower Arm,,11.50,each x 10% handling,,, 12.65 ,,
,Shower Rose,,10.00,each x 10% handling,,, 11.01 ,,
,Shower Trap,,,each x 10% handling,,, -   ,,
,,,,,,, 43.66 ,,
,L, 20.00 ,M,23.66,,,,,
,Precast concrete sink on brickwork pillars (300mm high) including suitable sink wastes,,,,,,,,
,Labourer,,80.06,per day /2 sets,,, 40.03 ,,
,Double concrete sink,,99.36,each x 10% handling,,, 109.30 ,,
,Concrete Sink waste,,16.78,each x 10% handling,,, 18.46 ,,
,Brick work,,45.00,per m2 / 2,,, 22.50 ,,
,,,,,,, 190.29 ,,
,L, 40.03 ,M,150.25,,,,,
WASTES AND VENTS,,,,,,,,,
,"""Promat"" or equal rigid PVC piping with solvent cement",,,,,,,,
,joints and fittings as described.,,,,,,,,
,50 mm Diameter pipe fixed to  walls .,,,,,,,,
,Plumber & team,,58.96,per day /20m per day fixing,,, 2.95 ,,
,50mm diameter  P.V.C pipe,,5.83, per length/ 6 x 1.15 waste ,,, 1.12 ,,
,Solvent Cement,,8.05, /250ml per tube x 10ml  per m x 1.05 Waste ,,, 0.34 ,,
,,,,,,, 4.40 ,,
,L, 2.95 ,M, 1.46 ,,,,,
,50 mm Ditto in filling under floors .,,,,,,,,
,Plumber & team,,58.96,per day /30m per day,,, 1.97 ,,
,50mm diameter  P.V.C pipe,,5.83, per m*1.15 waste ,,, 6.71 ,,
,Solvent Cement,,8.05, /250ml per tube x 10ml  per m x 1.05 Waste ,,, 0.34 ,,
,,,,,,, 9.01 ,,
,L, 1.97 ,M, 7.04 ,,,,,
,110 mm laid under floors,,,,,,,,
,Plumber & team,,58.96,per day /20m per day,,, 2.95 ,,
,110mm diameter  P.V.C pipe,,27.30, /6m per length x 1.15 waste ,,, 5.23 ,,
,Solvent Cement,,8.05, /250ml per tube x 20ml  per m*1.05 Waste ,,, 0.68 ,,
,,,,,,, 8.86 ,,
,L, 2.95 ,M, 5.91 ,,,,,
,110 mm Ditto fixed to walls .,,,,,,,,
,Plumber & team,,58.96,per day /15m per day,,, 3.93 ,,
,50mm diameter  P.V.C pipe,,27.30, /6m per length x 1.15 waste ,,, 5.23 ,,
,Solvent Cement,,8.05, /250ml per tube x 20ml  per m*1.05 Waste ,,, 0.68 ,,
,,,,,,, 9.84 ,,
,L, 3.93 ,M, 5.91 ,,,,,
,110 mm laid in trenches .,,,,,,,,
,Excavation Gang  G.B & 10  ,, 243.53 ,p day / 18 cu m p day/0.5m3 per m,,, 6.76 ,,
,Plumber & team,,80.06,per day /100m per day laying,,, 0.80 ,,
,50mm diameter  P.V.C pipe,,27.30, per m*1.15 waste ,,, 5.23 ,,
,Solvent Cement,,8.05, /250ml per tube x 20ml  per m*1.05 Waste ,,, 0.68 ,,
,Excavation Gang  G.B & 10  ,, 243.53 ,p day / 55 cu m p day Redig,,, 2.21 ,,
,Excavation Gang  G.B & 10  ,, 243.53 ,p day / 40 cu m p day off loading,,, 3.04 ,,
,,,,,,, 18.73 ,,
,L, 12.82 ,M, 5.91 ,,,,,
Extra on P.V.C. piping for .,,,,,,,,,
,50 mm I.e  bends,,,,,,,,
,Plumber and Team,,58.96,/20 no.per day,,, 2.95 ,,
,50 mm I.e  bends,,0.85,each x 10% Handling,,, 0.94 ,,
,,,,,,, 3.88 ,,
,L, 2.95 ,M,0.94,,,,,
,50 mm elbow,,,,,,,,
,Plumber and Team,,58.96,/20 no.per day,,, 2.95 ,,
,50 mm elbow,,0.75,each x 10% Handling,,, 0.83 ,,
,,,,,,, 3.77 ,,
,L, 2.95 ,M,0.83,,,,,
,50 mm Tee,,,,,,,,
,Plumber and Team,,58.96,/20 no.per day,,, 2.95 ,,
,50 mm Tee,,1.00,each,,, 1.10 ,,
,,,,,,, 4.05 ,,
,L, 2.95 ,M,1.10,,,,,
,50 mm Junction .,,,,,,,,
,Plumber and Team,,58.96,/25 no.,,, 2.36 ,,
,50 mm Junction .,,,each,,, -   ,,
,,,,,,, 2.36 ,,
,L, 2.36 ,M,0.00,,,,,
,50 mm Stop end access.,,,,,,,,
,Plumber and Team,,58.96,/20 no.,,, 2.95 ,,
,50 mm Stop end access.,,,each,,, -   ,,
,,,,,,, 2.95 ,,
,L, 2.95 ,M,0.00,,,,,
,50 mm Sockets.,,,,,,,,
,Plumber and Team,,58.96,/30 no.,,, 1.97 ,,
,50 mm Sockets.,,0.00,each,,, -   ,,
,,,,,,, 1.97 ,,
,L, 1.97 ,M,0.00,,,,,
,110 mm Bend.,,,,,,,,
,Plumber and Team,,80.06,/20 no.per day,,, 4.00 ,,
,110 Bend,,5.00,each x 1.15 Waste,,, 5.75 ,,
,,,,,,, 9.75 ,,
,L, 4.00 ,M,5.75,,,,,
,110 mm Inspection bend.,,,,,,,,
,Plumber and Team,,80.06,/20 no.per day,,, 4.00 ,,
,110 mm Inspection bend.,,6.14,each x 1.15 Waste,,, 7.06 ,,
,,,,,,, 11.06 ,,
,L, 4.00 ,M,7.06,,,,,
,110 mm Junction.,,,,,,,,
,Plumber and Team,,80.06,/25 no.per day,,, 3.20 ,,
,50 mm I.e  bends,,8.33,each x 1.15 Waste,,, 9.58 ,,
,,,,,,, 12.78 ,,
,L, 3.20 ,M,9.58,,,,,
,110 mm pan connector,,,,,,,,
,Plumber and Team,,80.06,p day / 5 No. Per day  ,,, 6.67 ,,
,Pan collar,,2.77,each x 10% handling,,, 3.05 ,,
,,,,,,, 9.72 ,,
,L, 6.67 ,M,3.05,,,,,
,Two way vent valve,,,,,,,,
,Plumber and Team,,80.06,p day / 5 No. Per day  ,,, 6.67 ,,
,Vent valve,,25.00,each x 10% handling,,, 27.50 ,,
,,,,,,, 34.17 ,,
,L, 6.67 ,M,27.50,,,,,
TRAPS,,,,,,,,,
,32- 40  mm Flexi P-Trap,,,,,,,,
,and UPVC waste pipe,,,,,,,,
,Labourer,,58.96,per day /25 No. Per day,,, 2.36 ,,
,P Trap,,5.18,each x 10% handling,,, 5.69 ,,
,,,,,,, 8.05 ,,
,L, 2.36 ,M,5.69,,,,,
,Gully P-Trap and UPVC waste pipe,,,,,,,,
,Plumber and Team,,58.96,per day /25 no.,,, 2.36 ,,
,Gully P-Trap,,8.00,each x 10% handling,,, 8.80 ,,
,Gully Grating,,6.00,each x 10% handling,,,6.6,,
,Bricklayer and Team,,56.17,/10 No. Per day ,,, 5.62 ,,
,Common Brickwork,,22.98,per m2x 0.25 m2 per gully,,, 5.75 ,,
,Grano,,207.99,per m2x 0.05 m3 per gully x 1.15 Wates,,, 1.04 ,,
,,,,,,, 30.16 ,,
,L, 7.98 ,M,22.19,,,,,
Water Reticulation,,,,,,,,,
,COPPER PIPES AND FITTINGS,,,,,,,,
,15 mm diameter  Copper pipe in chase,,,,,,,,
,Labourer,,21.11,/25 m. Per day Chasing,,, 0.84 ,,
,Plumber & team,,58.96,per day /50m per day fixing,,, 1.18 ,,
,15 mm Diameter pipe ,,25.30,/5.5m x 1.10 x 1.15 Watse,,, 5.82 ,,
,,,,,,, 7.84 ,,
,L, 2.02 ,M,5.82,,,,,
,"15 mm diameter Copper  pipe laid in ceilings,etc..",,,,,,,,
,Plumber & team,,58.96,per day /40m per day laying,,, 1.47 ,,
,15 mm Diameter pipe ,,25.30,/5.5m x 1.05 Watse,,, 4.83 ,,
,,,,,,, 6.30 ,,
,L, 1.47 ,M,4.83,,,,,
,15  mm stop cork,,,,,,,,
,Plumber & team,,58.96,/20 no. per day,,, 2.95 ,,
,15  mm stop cork,,9.61,each,,, 9.61 ,,
,,,,,,, 12.56 ,,
,L, 2.95 ,M,9.61,,,,,
,15  mm copper connector,,,,,,,,
,Plumber & team,,58.96,/50 no. per day,,, 1.18 ,,
,15  mm copper connector,,2.88,each,,, 2.88 ,,
,,,,,,, 4.05 ,,
,L, 1.18 ,M,2.88,,,,,
,"22 mm diameter Copper pipe fixed to walls,etc..",,,,,,,,
,Plumber & team,,58.96,/50 m. Per day,,, 1.18 ,,
,22 mm Diameter pipe ,,45.13,/5.5m x 1.05 Watse,,, 8.62 ,,
,,,,,,, 9.79 ,,
,L, 1.18 ,M,8.62,,,,,
,22 mm diameter Copper  pipe in chase,,,,,,,,
,Labourer,,21.11,/25 m. Per day Chasing,,, 0.84 ,,
,Plumber & Team,,58.96,per day /50m per day fixing,,, 1.18 ,,
,22 mm Diameter pipe ,,45.13,/5.5m x 1.05 Watse,,, 8.62 ,,
,,,,,,, 10.64 ,,
,L, 2.02 ,M,8.62,,,,,
,"22 mm diameter Copper  pipe laid in ceilings,etc..",,,,,,,,
,Plumber & team,,58.96,per day /40m per day laying,,, 1.47 ,,
,15 mm Diameter pipe ,,45.13,/5.5m x 1.05 ,,, 8.62 ,,
,,,,,,, 10.09 ,,
,L, 1.47 ,M,8.62,,,,,
,Extra over copper pipes for 22mm elbow,,,,,,,,
,Plumber & team,,58.96,/50 no. Per day,,, 1.18 ,,
,22 mm Elbow,,2.18,each x 10% Handling,,, 2.40 ,,
,,,,,,, 3.58 ,,
,L, 1.18 ,M,2.40,,,,,
,22mm copper Tee,,,,,,,,
,Plumber & team,,58.96,/50 no. Per day,,, 1.18 ,,
,22mm copper Tee,,2.18,each x 10% Handling,,, 2.40 ,,
,,,,,,, 3.58 ,,
,L, 1.18 ,M,2.40,,,,,
,22 mm copper connector,,,,,,,,
,Plumber & team,,58.96,/50 no. per day,,, 1.18 ,,
,22 mm copper connector,,3.50,each,,, 3.50 ,,
,,,,,,, 4.68 ,,
,L, 1.18 ,M,3.50,,,,,
,22 mm Diameter copper pipe laid in trenches,,,,,,,,
,Excavation Gang  G.B & 10  ,, 243.53 ,p day / 18 cu m p day,,, 5.41 ,,
,Plumber & Team,,58.96,/20 m. Per day,,, 2.95 ,,
,22 mm Diameter copper pipe ,,45.13,/5.5m x 1.15 Waste,,, 9.44 ,,
,Excavation Gang  G.B & 10  ,, 243.53 ,p day / 55 cu m p day Redig,,, 1.77 ,,
,Excavation Gang  G.B & 10  ,, 243.53 ,p day / 40 cu m p day off loading,,, 2.44 ,,
,,,,,,, 22.00 ,,
,L, 12.57 ,M,9.44,,,,,
,P.V.C PIPES AND FITTINGS,,,,,,,,
,25 mm Diameter P.V.C pipe laid in trenches,,,,,,,,
,Plumber & Team,,58.96,/20 m. Per day,,, 2.95 ,,
,22 mm Diameter copper pipe ,,8.00,/5.5m x 1.15 Waste,,, 1.67 ,,
,,,,,,, 4.62 ,,
,L, 2.95 ,M,1.67,,,,,
,Extra over P.V.C pipes for 25mm elbow,,,,,,,,
,Plumber & team,,58.96,/50 no. Per day,,, 1.18 ,,
,25 mm Elbow,,0.73,each x 10% Handling,,, 0.80 ,,
,,,,,,, 1.98 ,,
,L, 1.18 ,M,0.80,,,,,
,Extra over P.V.C pipes for 25mm Tee,,,,,,,,
,Plumber & team,,58.96,/50 no. Per day,,, 1.18 ,,
,25 mm Tee,,0.73,each x 10% Handling,,, 0.80 ,,
,,,,,,, 1.98 ,,
,L, 1.18 ,M,0.80,,,,,
,Extra over P.V.C pipes for 25-15mm reducing Tee,,,,,,,,
,Plumber & team,,58.96,/50 no. Per day,,, 1.18 ,,
,25 - 15 reducing mm Tee,,1.00,each x 10% Handling,,, 1.10 ,,
,,,,,,, 2.28 ,,
,L, 1.18 ,M,1.10,,,,,
Fire Reticulation,,,,,,,,,
,GALVANISED IRON PIPES AND FITTINGS,,,,,,,,
,"50mm diameter galvanised iron  pipe fixed to walls,etc..",,,,,,,,
,Plumber & team,,58.96,/50 m. Per day,,, 1.18 ,,
,50 mm Diameter pipe ,,50.00,/5.5m x 1.10 x 1.15 Watse,,, 11.50 ,,
,,,,,,, 12.68 ,,
,L, 1.18 ,M,11.50,,,,,
,Extra over galvanised pipes for 50mm  Tee,,,,,,,,
,Plumber & team,,58.96,/50 no. Per day,,, 1.18 ,,
,50 mm Tee,,5.00,each x 10% Handling,,, 5.50 ,,
,,,,,,, 6.68 ,,
,L, 1.18 ,M,5.50,,,,,
,Extra over galvanised pipes for 50mm  Elbow,,,,,,,,
,Plumber & team,,58.96,/50 no. Per day,,, 1.18 ,,
,50 mm Elbow,,5.00,each x 10% Handling,,, 5.50 ,,
,,,,,,, 6.68 ,,
,L, 1.18 ,M,5.50,,,,,
,Extra over galvanised pipes for 50mm  connectors,,,,,,,,
,Plumber & team,,58.96,/50 no. Per day,,, 1.18 ,,
,50 mm Connectors,,5.00,each x 10% Handling,,, 5.50 ,,
,,,,,,, 6.68 ,,
,L, 1.18 ,M,5.50,,,,,
,Extra over P.V.C pipes for 25-15mm reducing Tee,,,,,,,,
,Plumber & team,,58.96,/50 no. Per day,,, 1.18 ,,
,25 - 15 reducing mm Tee,,41.26,each x 10% Handling,,, 45.39 ,,
,,,,,,, 46.57 ,,
,L, 1.18 ,M,45.39,,,,,
,Manhole size 2000 x 2000 x 1800 mm ,,,,,,,,

--- Sheet: summary ---
,SUMMARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item,Trade,Page,, Amount ,Amount,Cement,3/4 Stones,Pitsand,Riversand,Common Bricks,Face Bricks,Ant Poison,Polythene,Crusher run,115 Brickforce,230 Brickforce,Polythene ,Ant Poison,Mesh Wire, Hoop Irons , Drip stone , 115 mm D.P.C , 230 mm D.P.C ,Cill Bricks,Breeze Blocks,Rhinoset,Rhinobond,Ceramic tiles wall,Ceramic tiles floor,Adhesive,Grout,Internal Airvents,External Airvents,Toilet Roll holder,Edging Strip,Mosaic Tiles,Porcelain Adhesive,P.V.A paint, P.V.A undercot , Ceiling white , Gloss undercot ,Gloss paint,Turpentine,Pink Wood Primer ,Red Oxide Primer,Thinners,Carboleneum,3mm Clear Glass,4mm Obscure Glass,600 x 600 Mirror,Putty,Wall Plate,Fascia Board,"4"" Wire Nails","3"" Wire Nails",38 x 38 mm Brandering,38 x 114 mm Timber,Rhino boards,Clout Nails,Scrim Paper,Rhino Cornice ,Cove bond,Cover strip,Skirting,Quadrant,Concrete Nails,Pannel Pins,,,,,,,,,,,,,,
1,PRELIMINARY & GENERALLY,,," 15,225.00 ","15,225.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,FOUNDATIONS,,," 11,270.28 ","36,333.90", 580.94 , 50.37 , 6.05 , 46.08 , 17.08 ,, 2.17 , 0.94 , 65.17 , 18.74 , 83.59 , 0.94 , 2.17 , 21.49 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"CONCRETE, FORMWORK & REINFORCEMENT",,," 9,595.91 ","38,238.66", 522.50 , 52.48 ,, 48.00 ,,,,,,,,,,, -   , 10.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,BRICKWORK,,," 14,732.74 ","51,843.90", 388.10 ,, 68.38 ,, 64.40 , 22.26 ,,,, 27.95 , 100.11 ,,,,,, 4.35 , 14.78 , 323.40 , 12.22 ,,,,,,, 77.70 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,METALWORK,,, -   ,"6,183.10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ROOF COVERINGS AND RAINWATER GOODS ,,6," 1,765.96 ","10,073.89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"CARPENTRY, JOINERY & IRONMONGERY",,," 8,067.63 ","33,356.98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 94.50 , 115.50 , 6.05 , 58.80 ," 1,058.40 ", -   , 95.06 , 28.56 , 9.80 , 189.58 , 20.31 , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,
8,PLASTERING & PAVING,,14," 18,503.05 ","44,600.87", 454.32 ,, 66.78 , 33.33 ,,,,,,,,,,,,,,,,, 165.50 , 35.00 , 210.00 , 588.00 , 218.50 , 88.20 ,, 77.70 , 1.05 , 16.50 , 7.70 , 2.01 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,PLUMBING AND DRAINAGE,,," 5,929.40 ","17,787.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,GLAZING,,, 272.00 ,"1,496.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 42.00 , 8.40 , 10.00 , 36.80 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,PAINTING,,," 6,285.59 ","10,285.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 12.99 , 12.15 , 6.44 , 11.98 , 19.97 , 4.42 , 9.87 , 0.13 , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,PROVISIONAL SUMS,,,,"69,300.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,CONTIGENCY,,,"10,000.00","10,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,$,,"101,647.56","344,725.70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,VALUE ADDED TAX @ 15%,,,"15,247.13","51,708.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TOTAL CARRIED TO MAIN SUMMARY,,,"116,894.69","396,434.55",1945.860466,102.8543875,141.2169152,127.407,81.48105,22.26,2.166666667,0.942028986,65.17,46.68529412,183.6957353,0.942028986,2.166666667,21.49470899,0,10.5,4.347826087,14.7826087,323.4,12.221,165.5,35,210,588,218.5,88.205,77.7,77.7,1.05,16.5,7.7,2.0125,12.995,12.146875,6.44,11.983,19.97166667,4.4244,9.87,0.13125,0,0,42,8.4,10,36.8,94.5,115.5,6.05,58.8,1058.4,0,95.0617284,28.56,9.8,189.5833333,20.3125,0,0,0,0,0,,,,,,,,,,,,,,
,,,,29.49%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

--- Sheet: Plastering rates ---
,REAL BUILDING CONSTRUCTION ,,,,,,,,,
,PLASTERING & WALL LINING,,,,,,,,,
,DATA,,,,,,,,,
,SKILLED WORKER ONE,,,,,, 4.39 ,,,
,SKILLED WORKER TWO,,,,,, 4.11 ,,,
,SKILLED WORKER THREE,,,,,, 3.87 ,,,
,SKILLED WORKER  FOUR,,,,,, 3.61 ,,,
,WORKER EXEMPTED,,,,,, 3.61 ,,,
,WORKER GRADE FOUR,,,,,, 2.43 ,,,
,WORKER GRADE THREE,,,,,, 2.42 ,,,
,WORKER GRADE TWO,,,,,, 2.35 ,,,
,WORKER GRADE ONE,,,,,, 2.35 ,,,
,Plasterer and Team,,,,,,,,,
,Plasterer,,,,,,,,,
,SW1,4.39, p hr x 9 hrs x 1 ,,,, 4.39 ,,,
,SW2,4.11, p hr x 9 hrs x 2 ,,,, 8.23 ,,,
,SW3,3.87, p hr x 9 hrs x 3 ,,,, 11.62 ,,,
,SW4,3.61, p hr x 9 hrs x 3 ,,,, 10.83 ,,,
,,= applied Factor / 9,,,,, 35.07 ,,,
,Plasterer and Team,,,,,,,,,
,Plasterer,, Rate per day ,,,, 35.07 ,,,
,Assitant,, 2.35 ,x9,,, 21.11 ,,,
,,,,,,, 56.17 ,,,
,Cement per 50kg bag,,,,,,,,,
,Price delivered to site,,,,,, 12.99 ,,,
,Loading,,,,,,,,,
,Offloading,,,,,,,,,
,Transport,,,,,, 1.00 ,,,
,Total cost,,,,,, 13.99 ,,,
, Pit Sand,,,,,,,,,
,Price ,,,,,, 30.00 ,,,
,Loading,,,,,, 2.00 ,,,
,Offloading,,,,,, 2.00 ,,,
,Transport,,,,,, 16.00 ,,,
,Total cost,,,,,, 50.00 ,,,
,1:4 Cement and Sand morta,,,,,,,,,
,Labourer,, 21.11 ,/120bags per day x8.9m3 handle,,, 1.57 ,,,
,Cement 50kg,, 13.99 ,x8.9bgsx1.01 waste,,, 125.80 ,,,
